,collection_date,country,db_xref,genotype,host,isolate,mol_type,note,organism,subtype,chromosome,clone,culture_collection,isolation_source,map,serotype,strain,PCR_primers,collected_by,lab_host,identified_by,lat_lon,pop_variant,cell_type,clone_lib,dev_stage,sex,tissue_type
132,21-Apr-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1220_21/04/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
133,21-Apr-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1219_21/04/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
134,20-Apr-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1218_20/04/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
135,19-Apr-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1217_19/04/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
136,18-Apr-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1216_18/04/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
137,15-Apr-2014,Kenya,taxon:208893,GA2,Homo sapiens,KEN/Kilifi/1215_15/04/2014,viral cRNA,genotype: GA2,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
138,15-Apr-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1214_15/04/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
139,13-Apr-2014,Kenya,taxon:208893,GA2,Homo sapiens,KEN/Kilifi/1213_13/04/2014,viral cRNA,genotype: GA2,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
140,12-Apr-2014,Kenya,taxon:208893,GA2,Homo sapiens,KEN/Kilifi/1212_12/04/2014,viral cRNA,genotype: GA2,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
141,12-Apr-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1211_12/04/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
142,12-Apr-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1210_12/04/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
143,11-Apr-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1209_11/04/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
144,09-Apr-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1208_09/04/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
145,09-Apr-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1207_09/04/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
146,05-Apr-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1206_05/04/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
147,04-Apr-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1205_04/04/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
148,01-Apr-2014,Kenya,taxon:208893,GA2,Homo sapiens,KEN/Kilifi/1204_01/04/2014,viral cRNA,genotype: GA2,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
149,24-Mar-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1203_24/03/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
150,24-Mar-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1202_24/03/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
151,13-Mar-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1201_13/03/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
152,11-Mar-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1200_11/03/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
153,20-Feb-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1199_20/02/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
154,18-Feb-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1198_18/02/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
155,17-Feb-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1197_17/02/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
156,14-Feb-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1196_14/02/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
157,14-Feb-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1195_14/02/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
158,09-Feb-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1194_09/02/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
159,08-Feb-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1193_08/02/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
160,03-Feb-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1192_03/02/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
161,30-Jan-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1191_30/01/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
162,30-Jan-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1190_30/01/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
163,26-Jan-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1189_26/01/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
164,25-Jan-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1188_25/01/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
165,23-Jan-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1187_23/01/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
166,15-Jan-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1186_15/01/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
167,10-Jan-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1185_10/01/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
168,10-Jan-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1184_10/01/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
169,03-Jan-2014,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1183_03/01/2014,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
170,10-Dec-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1182_10/12/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
171,09-Dec-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1181_09/12/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
172,04-Dec-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1180_04/12/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
173,04-Dec-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1179_04/12/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
174,29-Nov-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1178_29/11/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
175,28-Nov-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1177_28/11/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
176,27-Nov-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1176_27/11/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
177,23-Nov-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1175_23/11/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
178,23-Nov-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1174_23/11/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
179,19-Nov-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1173_19/11/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
180,14-Nov-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1172_14/11/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
181,12-Nov-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1171_12/11/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
182,08-Nov-2013,Kenya,taxon:208893,GA2,Homo sapiens,KEN/Kilifi/1170_08/11/2013,viral cRNA,genotype: GA2,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
183,07-Nov-2013,Kenya,taxon:208893,GA2,Homo sapiens,KEN/Kilifi/1169_07/11/2013,viral cRNA,genotype: GA2,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
184,07-Nov-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1168_07/11/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
185,04-Nov-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1167_04/11/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
186,28-Oct-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1166_28/10/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
187,22-Oct-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1165_22/10/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
188,19-Oct-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1164_19/10/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
189,15-Oct-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1163_15/10/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
190,12-Oct-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1162_12/10/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
191,29-Jun-2013,Kenya,taxon:208893,GA2,Homo sapiens,KEN/Kilifi/1161_29/06/2013,viral cRNA,genotype: GA2,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
192,31-May-2013,Kenya,taxon:208893,GA2,Homo sapiens,KEN/Kilifi/1160_31/05/2013,viral cRNA,genotype: GA2,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
193,24-May-2013,Kenya,taxon:208893,GA2,Homo sapiens,KEN/Kilifi/1159_24/05/2013,viral cRNA,genotype: GA2,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
194,16-Apr-2013,Kenya,taxon:208893,GA2,Homo sapiens,KEN/Kilifi/1158_16/04/2013,viral cRNA,genotype: GA2,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
195,02-Apr-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1157_02/04/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
196,02-Apr-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1156_02/04/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
197,13-Mar-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1155_13/03/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
198,13-Mar-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1154_13/03/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
199,12-Mar-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1153_12/03/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
200,04-Mar-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1152_04/03/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
201,10-Feb-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1151_10/02/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
202,09-Feb-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1150_09/02/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
203,07-Feb-2013,Kenya,taxon:208893,GA2,Homo sapiens,KEN/Kilifi/1149_07/02/2013,viral cRNA,genotype: GA2,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
204,07-Feb-2013,Kenya,taxon:208893,GA2,Homo sapiens,KEN/Kilifi/1148_07/02/2013,viral cRNA,genotype: GA2,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
205,04-Feb-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1147_04/02/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
206,03-Feb-2013,Kenya,taxon:208893,GA2,Homo sapiens,KEN/Kilifi/1146_03/02/2013,viral cRNA,genotype: GA2,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
207,01-Feb-2013,Kenya,taxon:208893,GA2,Homo sapiens,KEN/Kilifi/1145_01/02/2013,viral cRNA,genotype: GA2,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
208,24-Jan-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1144_24/01/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
209,22-Jan-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1143_22/01/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
210,21-Jan-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1142_21/01/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
211,17-Jan-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1141_17/01/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
212,17-Jan-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1140_17/01/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
213,16-Jan-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1139_16/01/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
214,14-Jan-2013,Kenya,taxon:208893,GA2,Homo sapiens,KEN/Kilifi/1138_14/01/2013,viral cRNA,genotype: GA2,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
215,14-Jan-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1137_14/01/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
216,14-Jan-2013,Kenya,taxon:208893,GA2,Homo sapiens,KEN/Kilifi/1136_14/01/2013,viral cRNA,genotype: GA2,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
217,14-Jan-2013,Kenya,taxon:208893,GA2,Homo sapiens,KEN/Kilifi/1135_14/01/2013,viral cRNA,genotype: GA2,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
218,12-Jan-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1134_12/01/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
219,11-Jan-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1133_11/01/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
220,11-Jan-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1132_11/01/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
221,10-Jan-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1131_10/01/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
222,09-Jan-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1130_09/01/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
223,08-Jan-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1129_08/01/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
224,07-Jan-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1128_07/01/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
225,04-Jan-2013,Kenya,taxon:208893,GA2,Homo sapiens,KEN/Kilifi/1127_04/01/2013,viral cRNA,genotype: GA2,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
226,03-Jan-2013,Kenya,taxon:208893,ON1,Homo sapiens,KEN/Kilifi/1126_03/01/2013,viral cRNA,genotype: ON1,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
227,11-May-2015,India,taxon:208895,NaN,Homo sapiens,Ch756,viral cRNA,,Human respiratory syncytial virus B,B,,,,throat swab,,B,,,,,,,,,,,,
228,26-Sep-2014,India,taxon:208895,NaN,Homo sapiens,Ch405,viral cRNA,,Human respiratory syncytial virus B,B,,,,throat swab,,B,,,,,,,,,,,,
229,29-Aug-2014,India,taxon:208895,NaN,Homo sapiens,Ch514,viral cRNA,,Human respiratory syncytial virus B,B,,,,throat swab,,B,,,,,,,,,,,,
230,14-Jan-2013,India,taxon:208895,NaN,Homo sapiens,Ch310,viral cRNA,,Human respiratory syncytial virus B,B,,,,throat swab,,B,,,,,,,,,,,,
231,18-Jul-2012,India,taxon:208895,NaN,Homo sapiens,Ch285,viral cRNA,,Human respiratory syncytial virus B,B,,,,throat swab,,B,,,,,,,,,,,,
232,12-Aug-2015,India,taxon:208893,NaN,Homo sapiens,Ch341,viral cRNA,,Human respiratory syncytial virus A,A,,,,throat swab,,A,,,,,,,,,,,,
233,17-Apr-2015,India,taxon:208893,NaN,Homo sapiens,Ch211,viral cRNA,,Human respiratory syncytial virus A,A,,,,throat swab,,A,,,,,,,,,,,,
234,06-Sep-2014,India,taxon:208893,NaN,Homo sapiens,Ch415,viral cRNA,,Human respiratory syncytial virus A,A,,,,throat swab,,A,,,,,,,,,,,,
235,19-Aug-2014,India,taxon:208893,NaN,Homo sapiens,Ch114,viral cRNA,,Human respiratory syncytial virus A,A,,,,throat swab,,A,,,,,,,,,,,,
236,24-Dec-2013,India,taxon:208893,NaN,Homo sapiens,Ch254,viral cRNA,,Human respiratory syncytial virus A,A,,,,throat swab,,A,,,,,,,,,,,,
237,14-Jul-2013,India,taxon:208893,NaN,Homo sapiens,Ch351,viral cRNA,,Human respiratory syncytial virus A,A,,,,throat swab,,A,,,,,,,,,,,,
238,Nov-1995,South Korea: Seoul,taxon:208895,NaN,,95100,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
239,Feb-1995,South Korea: Seoul,taxon:208895,NaN,,95043,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
240,Dec-1994,South Korea: Seoul,taxon:208895,NaN,,94212,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
241,Mar-1994,South Korea: Seoul,taxon:208895,NaN,,94055,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
242,Dec-1993,South Korea: Seoul,taxon:208895,NaN,,93418,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
243,Oct-1993,South Korea: Seoul,taxon:208895,NaN,,93366,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
244,Apr-1991,South Korea: Seoul,taxon:208895,NaN,,91141,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
245,Mar-1991,South Korea: Seoul,taxon:208895,NaN,,91110,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
246,Mar-1991,South Korea: Seoul,taxon:208895,NaN,,91088,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
247,Mar-1991,South Korea: Seoul,taxon:208895,NaN,,91080,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
248,Jan-1991,South Korea: Seoul,taxon:208895,NaN,,91001,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
249,Nov-1993,USA: Birmingham,taxon:208893,NaN,,177771,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
250,Feb-1996,USA: Birmingham,taxon:208893,NaN,,207385,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
251,Jan-1996,USA: Birmingham,taxon:208893,NaN,,207347,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
252,Jan-1996,USA: Birmingham,taxon:208893,NaN,,206846,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
253,Jan-1996,USA: Birmingham,taxon:208893,NaN,,206344,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
254,Jan-1996,USA: Birmingham,taxon:208895,NaN,,206145,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
255,Dec-1995,USA: Birmingham,taxon:208895,NaN,,205865,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
256,Dec-1995,USA: Birmingham,taxon:208895,NaN,,205464,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
257,Dec-1995,USA: Birmingham,taxon:208893,NaN,,205342,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
258,Nov-1995,USA: Birmingham,taxon:208895,NaN,,204682,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
259,Nov-1995,USA: Birmingham,taxon:208895,NaN,,204664,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
260,Oct-1995,USA: Birmingham,taxon:208893,NaN,,203721,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
261,Apr-1995,USA: Birmingham,taxon:208895,NaN,,198921,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
262,Mar-1995,USA: Birmingham,taxon:208893,NaN,,196775,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
263,Feb-1995,USA: Birmingham,taxon:208893,NaN,,195901,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
264,Feb-1995,USA: Birmingham,taxon:208893,NaN,,195563,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
265,Jan-1995,USA: Birmingham,taxon:208893,NaN,,195462,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
266,Nov-1994,USA: Birmingham,taxon:208893,NaN,,194581,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
267,Dec-1994,USA: Birmingham,taxon:208893,NaN,,194522,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
268,Dec-1994,USA: Birmingham,taxon:208893,NaN,,193651,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
269,Dec-1994,USA: Birmingham,taxon:208895,NaN,,193563,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
270,Apr-1994,USA: Birmingham,taxon:208895,NaN,,185413,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
271,Mar-1994,USA: Birmingham,taxon:208895,NaN,,18443,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
272,Mar-1994,USA: Birmingham,taxon:208895,NaN,,184002,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
273,Feb-1994,USA: Birmingham,taxon:208895,NaN,,183221,mRNA,,Human respiratory syncytial virus B,B,,,,,,,,,,,,,,,,,,
274,Feb-1994,USA: Birmingham,taxon:208893,NaN,,182701,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
275,Feb-1994,USA: Birmingham,taxon:208893,NaN,,182473,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
276,Jan-1994,USA: Birmingham,taxon:208893,NaN,,181691,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
277,Jan-1994,USA: Birmingham,taxon:208893,NaN,,180893,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
278,Jan-1994,USA: Birmingham,taxon:208893,NaN,,180081,mRNA,,Human respiratory syncytial virus A,A,,,,,,,,,,,,,,,,,,
